Results: 	[0.942]	
Results: 	[0.942, 0.9419]	
Results: 	[0.942, 0.9419, 0.9402]	
Results: 	[0.942, 0.9419, 0.9402, 0.94]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413, 0.9403]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413, 0.9403, 0.941]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413, 0.9403, 0.941, 0.9412]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413, 0.9403, 0.941, 0.9412, 0.9408]	
Results: 	[0.942, 0.9419, 0.9402, 0.94, 0.9414, 0.9398, 0.9429, 0.9406, 0.9422, 0.9404, 0.941, 0.9409, 0.9405, 0.9402, 0.94, 0.9401, 0.9419, 0.9397, 0.9405, 0.9408, 0.9409, 0.9413, 0.9403, 0.941, 0.9412, 0.9408, 0.9421]	
