Results: 	[0.9269]	
Results: 	[0.9269, 0.9236]	
Results: 	[0.9269, 0.9236, 0.8957]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716, 0.8626]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716, 0.8626, 0.8523]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716, 0.8626, 0.8523, 0.7913]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716, 0.8626, 0.8523, 0.7913, 0.8692]	
Results: 	[0.9269, 0.9236, 0.8957, 0.8103, 0.5944, 0.7773, 0.6551, 0.9444, 0.8755, 0.7458, 0.7175, 0.8918, 0.7166, 0.696, 0.852, 0.9345, 0.7602, 0.6956, 0.9379, 0.7819, 0.8443, 0.7984, 0.8164, 0.7884, 0.6716, 0.8626, 0.8523, 0.7913, 0.8692, 0.597]
30 Support Sets: (Mean:0.8008166666666666, SD:0.100190556659189) | 	




















































