Results: 	[0.9641]	
Results: 	[0.9641, 0.9636]	
Results: 	[0.9641, 0.9636, 0.9667]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964, 0.9637]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964, 0.9637, 0.9633]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964, 0.9637, 0.9633, 0.9601]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964, 0.9637, 0.9633, 0.9601, 0.9634]	
Results: 	[0.9641, 0.9636, 0.9667, 0.9652, 0.9646, 0.9616, 0.9662, 0.9661, 0.9616, 0.9659, 0.9641, 0.9653, 0.9668, 0.9652, 0.964, 0.9637, 0.9633, 0.9601, 0.9634, 0.9615]	
