Results: 	[0.9437]	
Results: 	[0.9437, 0.9616]	
Results: 	[0.9437, 0.9616, 0.9757]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928, 0.9669]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928, 0.9669, 0.9692]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928, 0.9669, 0.9692, 0.9552]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928, 0.9669, 0.9692, 0.9552, 0.8725]	
Results: 	[0.9437, 0.9616, 0.9757, 0.9721, 0.9607, 0.9548, 0.9645, 0.9494, 0.9647, 0.9704, 0.9521, 0.9588, 0.9525, 0.9622, 0.9527, 0.9287, 0.9719, 0.9679, 0.9475, 0.9643, 0.9557, 0.9612, 0.9637, 0.928, 0.9669, 0.9692, 0.9552, 0.8725, 0.965]	
