Results: 	[0.8747]	
Results: 	[0.8747, 0.8344]	
Results: 	[0.8747, 0.8344, 0.9522]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556, 0.9077]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556, 0.9077, 0.9587]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556, 0.9077, 0.9587, 0.751]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556, 0.9077, 0.9587, 0.751, 0.8202]	
Results: 	[0.8747, 0.8344, 0.9522, 0.9068, 0.829, 0.8991, 0.9541, 0.8361, 0.9093, 0.8331, 0.9234, 0.8715, 0.9511, 0.8953, 0.7934, 0.9474, 0.8634, 0.7554, 0.8484, 0.9547, 0.8408, 0.8916, 0.8556, 0.9077, 0.9587, 0.751, 0.8202, 0.7757]	
