Results: 	[0.9379]	
Results: 	[0.9379, 0.9352]	
Results: 	[0.9379, 0.9352, 0.9535]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169, 0.9194]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169, 0.9194, 0.9331]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169, 0.9194, 0.9331, 0.936]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169, 0.9194, 0.9331, 0.936, 0.9292]	
Results: 	[0.9379, 0.9352, 0.9535, 0.9169, 0.9385, 0.9429, 0.937, 0.9387, 0.914, 0.8876, 0.9389, 0.898, 0.9389, 0.92, 0.9308, 0.9343, 0.9127, 0.9489, 0.9244, 0.9659, 0.941, 0.9256, 0.9443, 0.946, 0.9169, 0.9194, 0.9331, 0.936, 0.9292, 0.9231]
30 Support Sets: (Mean:0.9309866666666666, SD:0.01603671935952275) | 	



