Results: 	[0.8795]	
Results: 	[0.8795, 0.8777]	
Results: 	[0.8795, 0.8777, 0.8748]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871, 0.8709]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871, 0.8709, 0.8769]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871, 0.8709, 0.8769, 0.8725]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871, 0.8709, 0.8769, 0.8725, 0.8733]	
Results: 	[0.8795, 0.8777, 0.8748, 0.8714, 0.8721, 0.8734, 0.8701, 0.8723, 0.8744, 0.8686, 0.8741, 0.8644, 0.8729, 0.8772, 0.8792, 0.869, 0.8761, 0.8735, 0.8743, 0.8705, 0.8731, 0.8725, 0.8744, 0.8806, 0.871, 0.8709, 0.8769, 0.8725, 0.8733, 0.8714]
30 Support Sets: (Mean:0.8734033333333333, SD:0.00346414972732608) | 	



