Results: 	[0.9306]	
Results: 	[0.9306, 0.9467]	
Results: 	[0.9306, 0.9467, 0.9452]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411, 0.9486]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411, 0.9486, 0.9425]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411, 0.9486, 0.9425, 0.9348]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411, 0.9486, 0.9425, 0.9348, 0.9479]	
Results: 	[0.9306, 0.9467, 0.9452, 0.9431, 0.9505, 0.9462, 0.9514, 0.9412, 0.9432, 0.9449, 0.9498, 0.9488, 0.9404, 0.944, 0.9458, 0.9447, 0.9458, 0.9418, 0.9483, 0.9471, 0.9502, 0.9475, 0.9463, 0.9487, 0.9411, 0.9486, 0.9425, 0.9348, 0.9479, 0.9463]
30 Support Sets: (Mean:0.9451133333333334, SD:0.004501473577376206) | 	


