Results: 	[0.9542]	
Results: 	[0.9542, 0.9513]	
Results: 	[0.9542, 0.9513, 0.9537]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534, 0.9527]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534, 0.9527, 0.9541]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534, 0.9527, 0.9541, 0.9513]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534, 0.9527, 0.9541, 0.9513, 0.9514]	
Results: 	[0.9542, 0.9513, 0.9537, 0.9508, 0.9516, 0.9534, 0.9536, 0.9521, 0.9513, 0.9542, 0.9526, 0.9511, 0.9546, 0.9534, 0.9527, 0.9541, 0.9513, 0.9514, 0.9513]	
