Results: 	[0.9804]	
Results: 	[0.9804, 0.968]	
Results: 	[0.9804, 0.968, 0.9662]	
Results: 	[0.9804, 0.968, 0.9662, 0.97]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706, 0.9696]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706, 0.9696, 0.9718]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706, 0.9696, 0.9718, 0.9722]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706, 0.9696, 0.9718, 0.9722, 0.9737]	
Results: 	[0.9804, 0.968, 0.9662, 0.97, 0.9675, 0.9723, 0.9743, 0.9762, 0.9681, 0.9715, 0.9697, 0.9712, 0.9706, 0.973, 0.9745, 0.969, 0.9746, 0.9727, 0.9679, 0.9733, 0.9738, 0.9748, 0.9648, 0.973, 0.9706, 0.9696, 0.9718, 0.9722, 0.9737, 0.9727]
30 Support Sets: (Mean:0.9716, SD:0.003233019299834681) | 	

























