Results: 	[0.8807]	
Results: 	[0.8807, 0.7954]	
Results: 	[0.8807, 0.7954, 0.8816]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075, 0.8307]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075, 0.8307, 0.7696]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075, 0.8307, 0.7696, 0.9199]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075, 0.8307, 0.7696, 0.9199, 0.8199]	
Results: 	[0.8807, 0.7954, 0.8816, 0.8538, 0.8424, 0.8675, 0.8739, 0.9087, 0.8519, 0.7229, 0.8753, 0.8075, 0.8307, 0.7696, 0.9199, 0.8199, 0.7385]	
